STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
DESGR,1962,184,77,72,4,0,23,477,132,173,2,74,186,,,
DESRI,1962,159,70,88,2,0,6,182,46,173,0,30,139,,,
DESST,1962,164,62,74,5,0,4,153,88,125,0,25,142,,,
ERIOP,1962,164,56,67,6,0,5,261,52,174,0,24,164,,,
FLORI,1962,327,105,103,0,0,41,313,119,216,9,57,265,,,
FORES,1962,259,84,79,1,0,43,351,88,174,13,35,257,,,
GRARI,1962,178,34,64,3,0,10,200,71,174,0,28,153,,,
HUERF,1962,172,64,70,0,0,16,209,61,206,9,31,143,,,
MCGIB,1962,308,78,50,4,0,64,307,84,242,23,37,252,,,
MUHLE,1962,154,76,70,1,0,6,179,55,187,0,30,170,,,
NE,1962,182,79,91,1,0,1,205,46,186,0,20,146,,,
NW,1962,161,71,49,5,0,12,183,46,108,0,20,142,,,
PARKE,1962,246,70,65,5,0,37,299,74,171,15,35,234,,,
ROAD,1962,158,74,61,7,0,18,253,115,128,1,64,172,,,
ROBIN,1962,235,74,71,0,0,31,213,64,142,31,90,182,,,
RODEN,1962,164,64,54,6,0,15,176,113,151,1,30,172,,,
RUELA,1962,190,70,51,0,0,0,202,40,164,35,35,170,,,
SW,1962,157,60,70,5,0,34,321,49,195,0,28,166,,,
WHITE,1962,194,61,84,5,0,15,353,140,157,2,34,224,,,
130,1963,58,77,48,55,0,0,306,359,145,60,300,74,,,
131,1963,43,77,53,54,1,0,193,256,174,126,312,52,,,
164,1963,97,61,69,45,2,0,420,323,97,48,256,49,,,
205,1963,67,75,64,50,1,0,311,372,148,57,300,63,,,
45,1963,53,78,54,56,3,0,317,360,142,65,299,66,,,
BOX,1963,64,72,55,54,3,0,273,604,110,62,309,92,,,
DESGR,1963,78,90,55,59,1,0,255,330,198,71,316,71,,,
DESRI,1963,94,65,73,47,2,0,476,426,95,52,253,56,,,
DESST,1963,63,49,56,51,3,0,412,259,144,59,269,45,,,
ERIOP,1963,70,75,62,49,2,0,379,400,158,55,300,78,,,
FLORI,1963,100,123,85,82,1,0,403,464,188,68,389,125,,,
FORES,1963,83,90,70,75,4,0,354,362,190,64,361,100,,,
GRARI,1963,45,44,45,50,0,0,385,415,295,61,266,20,,,
HUERF,1963,86,68,68,41,2,0,347,257,165,62,278,79,,,
MCGIB,1963,101,99,65,68,2,0,311,223,175,77,318,102,,,
MUHLE,1963,70,55,79,51,5,0,284,386,269,60,291,52,,,
NE,1963,124,76,82,42,6,0,394,300,75,64,290,62,,,
NW,1963,88,55,52,46,2,0,346,203,151,60,255,36,,,
PARKE,1963,95,91,62,57,6,0,371,355,221,59,334,99,,,
ROAD,1963,51,81,51,54,1,0,229,262,193,96,311,58,,,
ROBIN,1963,95,92,69,55,5,0,301,465,152,81,348,90,,,
RODEN,1963,51,78,54,50,4,0,221,245,182,100,308,56,,,
RUELA,1963,99,90,48,43,3,0,338,298,113,70,305,75,,,
SW,1963,33,71,70,45,2,0,211,271,165,53,296,46,,,
WHITE,1963,76,94,56,54,3,0,325,385,133,55,320,69,,,
130,1964,2,16,98,60,0,44,491,251,518,69,87,72,,,
131,1964,1,14,96,54,0,35,289,255,701,84,45,115,,,
164,1964,1,12,92,46,0,26,378,360,358,84,79,53,,,
205,1964,1,9,91,56,4,40,392,349,421,70,85,59,,,
45,1964,1,10,102,50,4,70,329,336,493,66,90,66,,,
BOX,1964,2,15,105,55,4,33,395,398,459,79,95,40,,,
DESGR,1964,5,24,113,42,8,39,381,384,589,84,96,71,,,
DESRI,1964,4,11,88,53,0,54,393,318,489,96,75,45,,,
DESST,1964,0,5,86,51,8,17,438,475,505,82,80,57,,,
ERIOP,1964,2,11,99,55,0,32,375,299,413,68,87,61,,,
FLORI,1964,7,24,118,54,0,19,767,457,589,137,123,109,,,
FORES,1964,5,25,123,46,6,34,457,528,632,116,119,91,,,
GRARI,1964,0,8,64,48,0,8,292,382,523,100,83,53,,,
HUERF,1964,1,13,92,55,1,29,436,290,557,98,85,42,,,
LIMST,1964,-9999,-9999,-9999,-9999,-9999,30,272,275,568,86,78,45,,,
MCGIB,1964,13,31,42,51,0,33,598,442,547,96,101,93,,,
MUHLE,1964,1,6,89,54,3,59,266,336,585,74,78,49,,,
NE,1964,7,25,101,71,1,29,325,289,409,105,86,48,,,
NW,1964,0,9,85,51,3,11,383,391,403,96,78,46,,,
PARKE,1964,7,30,94,49,5,39,416,488,608,107,110,175,,,
ROAD,1964,1,16,100,52,0,34,271,261,706,74,85,60,,,
ROBIN,1964,15,25,102,68,0,27,545,390,558,90,127,79,,,
RODEN,1964,0,10,103,56,0,29,263,296,555,72,86,53,,,
RUELA,1964,5,16,90,56,0,0,417,261,590,120,90,92,,,
SW,1964,1,10,83,47,0,41,240,240,610,100,85,75,,,
WHITE,1964,1,20,105,45,4,47,364,373,660,97,99,75,,,
130,1965,80,104,16,66,20,19,334,241,69,0,80,505,,,
131,1965,89,93,25,84,12,41,214,154,59,0,85,563,,,
164,1965,68,102,20,69,16,69,184,132,236,6,78,584,,,
205,1965,88,85,14,57,24,21,296,214,98,0,85,500,,,
45,1965,95,91,21,56,32,24,302,219,51,0,81,499,,,
BOX,1965,97,103,21,51,31,24,296,333,121,1,82,545,,,
DESGR,1965,77,123,12,78,14,16,309,223,93,0,101,535,,,
DESRI,1965,62,81,19,52,34,13,470,147,205,0,96,539,,,
DESST,1965,55,92,20,58,23,86,306,220,336,5,73,587,,,
ERIOP,1965,90,88,16,61,24,8,334,242,172,0,91,521,,,
FLORI,1965,119,198,62,89,0,70,512,248,178,0,115,913,,,
FORES,1965,100,163,23,84,25,50,391,282,137,2,108,725,,,
GRARI,1965,54,90,15,72,13,20,158,188,205,0,115,592,,,
HUERF,1965,88,74,18,51,20,15,315,234,200,0,80,509,,,
LIMST,1965,75,70,23,47,23,10,162,180,128,0,70,504,,,
MCGIB,1965,86,143,16,57,8,98,300,356,251,0,103,712,,,
MUHLE,1965,74,80,17,57,23,47,274,116,140,2,80,531,,,
NE,1965,75,110,21,54,26,20,324,144,176,4,90,615,,,
NW,1965,62,94,18,60,24,41,259,188,370,10,57,599,,,
PARKE,1965,91,114,25,59,26,70,380,275,250,1,101,618,,,
ROAD,1965,86,100,19,74,17,42,244,176,53,0,90,526,,,
ROBIN,1965,93,106,21,58,15,91,234,355,354,0,110,630,,,
RODEN,1965,91,93,23,69,19,35,256,184,60,0,90,524,,,
RUELA,1965,87,75,0,40,0,51,242,385,150,0,76,503,,,
SW,1965,74,81,24,83,10,74,179,189,89,0,71,535,,,
WHITE,1965,83,149,11,94,12,24,285,182,113,0,90,623,,,
130,1966,252,183,19,104,18,26,344,256,425,21,60,29,,,
131,1966,242,195,15,6,8,10,316,299,456,12,57,21,,,
164,1966,221,178,7,61,18,20,340,355,351,20,27,1,,,
205,1966,229,179,9,40,4,24,300,130,450,35,56,21,,,
45,1966,249,181,7,53,2,28,316,251,560,17,68,22,,,
AMADO,1966,216,190,20,0,6,11,245,223,310,28,30,4,,,
BOX,1966,239,204,11,46,6,41,275,223,395,31,65,26,,,
DESGR,1966,292,223,9,23,24,14,396,390,396,19,66,24,,,
DESRI,1966,244,164,19,40,14,11,205,316,388,40,46,5,,,
DESST,1966,193,195,4,20,19,9,290,337,438,20,26,2,,,
ERIOP,1966,226,184,14,36,0,22,181,268,339,31,64,22,,,
FLORI,1966,285,286,10,0,1,30,463,607,479,39,118,47,,,
FORES,1966,313,244,10,4,3,17,467,490,386,31,75,33,,,
GRARI,1966,221,202,19,5,11,14,312,253,345,35,30,0,,,
HUERF,1966,229,176,19,11,0,25,180,284,410,45,61,15,,,
LIMST,1966,189,154,20,11,3,26,133,393,400,44,60,11,,,
MCGIB,1966,353,294,5,18,18,13,380,487,350,53,98,38,,,
MUHLE,1966,209,173,5,25,26,19,250,298,410,25,56,9,,,
NE,1966,219,180,25,20,7,55,146,348,338,26,37,2,,,
NW,1966,186,195,6,39,13,21,315,287,335,17,25,1,,,
PARKE,1966,308,217,11,11,2,8,360,477,365,41,85,39,,,
ROAD,1966,229,200,20,65,8,22,333,309,493,15,70,24,,,
ROBIN,1966,375,260,5,15,0,32,273,421,391,65,81,55,,,
RODEN,1966,214,183,11,10,6,14,291,278,436,18,66,21,,,
RUELA,1966,260,188,0,0,0,33,297,305,418,55,68,35,,,
SW,1966,211,187,3,5,15,7,275,247,438,11,46,9,,,
WHITE,1966,277,235,16,5,21,23,526,349,449,20,69,22,,,
130,1967,6,17,51,57,26,90,383,206,251,119,145,497,,,
131,1967,4,28,30,53,49,124,411,160,189,155,130,496,,,
164,1967,7,10,40,66,31,68,464,176,227,108,66,383,,,
205,1967,8,19,42,64,35,58,282,284,180,156,135,422,,,
45,1967,7,22,43,62,29,84,289,265,251,147,129,461,,,
AMADO,1967,3,20,4,34,20,90,695,126,88,155,62,397,,,
BOX,1967,5,22,57,55,27,58,320,295,231,121,168,489,,,
DESGR,1967,9,16,63,61,26,112,307,260,174,114,141,600,,,
DESRI,1967,5,14,37,64,48,61,385,242,224,133,100,363,,,
DESST,1967,2,12,31,57,29,168,433,199,145,142,62,377,,,
ERIOP,1967,3,26,42,66,36,42,303,296,234,138,137,439,,,
FLORI,1967,10,33,88,89,55,168,548,419,249,110,133,849,,,
FORES,1967,10,26,72,75,44,129,411,304,187,138,124,719,,,
GRARI,1967,5,8,19,38,23,103,529,209,57,125,63,364,,,
HUERF,1967,4,14,49,67,21,46,355,215,183,76,130,403,,,
LIMST,1967,5,12,42,60,29,56,403,267,227,93,144,405,,,
MCGIB,1967,8,0,78,0,35,114,470,294,252,123,114,741,,,
MUHLE,1967,1,16,37,62,43,108,440,243,130,160,100,398,,,
NE,1967,6,12,45,67,59,46,445,435,206,127,74,463,,,
NW,1967,4,11,41,60,25,103,402,218,120,101,52,360,,,
PARKE,1967,6,24,69,64,34,82,392,259,232,96,114,650,,,
ROAD,1967,3,20,55,58,50,110,340,185,231,172,140,507,,,
ROBIN,1967,0,32,77,80,45,172,474,258,271,62,163,710,,,
RODEN,1967,4,18,41,56,55,176,369,276,240,160,110,441,,,
RUELA,1967,0,10,44,53,0,61,410,240,274,85,198,550,,,
SW,1967,4,11,37,55,38,109,421,179,161,198,79,426,,,
WHITE,1967,5,22,74,60,78,119,331,220,150,131,143,677,,,
130,1968,55,120,157,24,4,0,435,234,6,15,114,96,,,
131,1968,59,121,127,22,3,0,413,283,10,17,88,87,,,
164,1968,68,120,139,40,5,0,274,444,8,22,86,61,,,
205,1968,57,135,147,30,4,0,389,265,14,21,123,89,,,
45,1968,58,134,142,25,5,0,425,288,20,15,119,97,,,
AMADO,1968,56,114,177,30,2,0,322,436,24,15,90,52,,,
BOX,1968,60,115,145,23,2,0,470,249,11,11,139,96,,,
DESGR,1968,51,144,132,19,1,0,433,231,3,9,89,97,,,
DESRI,1968,73,118,189,45,5,0,261,250,13,17,105,74,,,
DESST,1968,66,121,204,40,4,0,341,520,10,24,80,67,,,
ERIOP,1968,56,130,152,46,1,0,396,300,25,16,127,97,,,
FLORI,1968,56,181,185,39,0,0,533,322,0,15,133,172,,,
FORES,1968,52,154,152,28,3,0,559,260,17,5,116,138,,,
GRARI,1968,60,107,156,77,3,0,423,460,40,10,123,38,,,
HUERF,1968,65,105,135,57,1,0,327,346,39,16,120,86,,,
LIMST,1968,64,119,145,43,7,0,231,280,19,16,105,87,,,
MCGIB,1968,61,144,204,26,0,0,766,330,2,8,125,143,,,
MUHLE,1968,63,115,164,37,4,0,310,271,34,15,100,81,,,
NE,1968,72,148,147,70,3,0,262,404,5,12,126,87,,,
NW,1968,73,104,134,31,1,0,328,483,13,15,100,58,,,
PARKE,1968,60,146,198,24,4,0,569,281,9,8,118,123,,,
ROAD,1968,56,121,143,21,3,0,423,272,7,15,80,85,,,
ROBIN,1968,85,176,245,42,0,0,687,369,4,15,120,145,,,
RODEN,1968,1,130,136,15,0,0,359,315,20,20,95,100,,,
RUELA,1968,72,118,141,53,0,0,415,415,58,0,135,97,,,
SW,1968,60,116,149,33,2,0,370,405,25,20,91,94,,,
WHITE,1968,54,109,115,21,4,0,555,251,1,15,121,106,,,
130,1969,44,92,43,0,23,3,461,527,76,1,69,46,,,
131,1969,27,87,49,4,17,0,429,504,76,9,69,20,,,
164,1969,28,67,44,0,25,0,314,380,83,0,51,43,,,
205,1969,42,85,30,0,22,3,655,415,90,0,68,37,,,
45,1969,43,82,44,2,14,1,587,445,70,1,65,34,,,
AMADO,1969,19,60,41,12,12,0,369,452,58,5,72,98,,,
BOX,1969,48,101,44,2,25,2,503,377,86,3,82,71,,,
DESGR,1969,32,100,34,7,12,3,369,445,71,0,79,35,,,
DESRI,1969,35,77,46,0,20,0,507,316,61,1,50,41,,,
DESST,1969,23,55,43,0,21,0,398,432,121,3,50,44,,,
ERIOP,1969,46,80,30,0,24,1,695,385,83,4,68,51,,,
FLORI,1969,35,180,86,0,34,5,468,431,183,3,130,78,,,
FORES,1969,43,178,60,7,20,5,388,371,88,1,107,75,,,
GRARI,1969,40,59,40,3,19,0,353,381,126,4,74,86,,,
HUERF,1969,39,76,41,0,28,1,674,355,119,11,59,58,,,
LIMST,1969,35,77,41,0,29,0,536,465,70,0,55,44,,,
MCGIB,1969,39,149,50,4,31,8,395,304,154,13,129,121,,,
MUHLE,1969,32,64,31,2,27,1,492,345,48,4,59,34,,,
NE,1969,38,74,39,0,30,2,455,511,145,9,57,52,,,
NW,1969,20,55,33,0,32,0,317,352,126,4,54,57,,,
PARKE,1969,43,146,39,4,20,5,375,326,120,13,105,76,,,
ROAD,1969,25,105,136,11,15,1,452,361,75,4,72,27,,,
ROBIN,1969,50,187,43,0,30,13,602,388,133,6,142,149,,,
RODEN,1969,26,98,52,0,18,2,439,400,56,3,72,30,,,
RUELA,1969,34,70,30,0,9,0,579,285,77,-9999,84,79,,,
SW,1969,12,76,42,4,17,0,475,346,94,10,66,36,,,
WHITE,1969,26,113,50,6,14,3,411,272,129,0,96,41,,,
130,1970,0,50,174,15,5,64,452,402,220,29,0,53,,,
131,1970,0,44,182,10,1,41,149,455,227,37,0,48,,,
164,1970,0,53,159,1,5,97,216,271,317,99,0,69,,,
205,1970,0,46,164,14,3,178,486,444,226,51,0,60,,,
45,1970,0,48,164,16,2,88,553,395,243,27,0,54,,,
AMADO,1970,0,30,115,4,2,34,171,234,273,19,0,33,,,
BOX,1970,0,49,173,19,2,79,429,435,229,44,0,55,,,
DESGR,1970,0,48,167,8,8,39,214,353,225,29,0,38,,,
DESRI,1970,0,37,135,6,3,149,213,329,254,36,0,63,,,
DESST,1970,0,36,142,11,8,89,241,141,330,26,0,67,,,
ERIOP,1970,0,44,170,12,3,157,426,400,245,46,0,61,,,
FLORI,1970,0,45,234,28,0,65,382,467,376,47,0,12,,,
FORES,1970,0,48,199,21,4,54,280,316,268,44,0,61,,,
GRARI,1970,0,35,126,10,9,40,238,269,314,18,0,56,,,
HUERF,1970,0,34,159,9,3,47,253,408,250,100,0,65,,,
LIMST,1970,0,31,160,7,4,49,170,430,271,78,0,58,,,
MCGIB,1970,0,39,230,23,0,66,384,415,270,151,0,67,,,
MUHLE,1970,0,42,148,8,4,122,481,284,250,32,0,46,,,
NE,1970,0,41,140,10,11,49,197,228,299,37,0,70,,,
NW,1970,0,41,144,5,13,93,132,210,355,19,0,78,,,
PARKE,1970,0,49,200,21,3,53,301,331,265,104,0,55,,,
ROAD,1970,0,40,171,10,4,41,186,503,246,44,0,47,,,
ROBIN,1970,0,49,223,29,7,55,365,473,324,183,0,64,,,
RODEN,1970,0,40,153,9,2,69,321,474,256,35,0,52,,,
RUELA,1970,0,34,141,12,3,71,425,367,196,85,0,42,,,
SW,1970,0,29,149,6,4,56,205,359,296,24,0,52,,,
WHITE,1970,0,48,186,11,10,36,171,464,257,65,0,45,,,
130,1971,0,109,4,77,3,9,242,443,281,241,109,320,,,
131,1971,0,108,0,54,6,6,299,525,180,156,110,319,,,
164,1971,0,95,1,42,0,1,224,432,180,100,90,264,,,
205,1971,0,107,3,60,6,14,211,656,173,172,105,301,,,
45,1971,0,110,1,79,1,5,230,434,241,195,110,319,,,
AMADO,1971,0,61,3,26,5,3,227,401,146,118,92,254,,,
BOX,1971,0,122,1,61,3,15,295,347,264,255,110,329,,,
DESGR,1971,0,116,4,60,6,11,242,445,238,196,130,368,,,
DESRI,1971,0,126,0,43,0,4,223,416,174,125,80,256,,,
DESST,1971,0,64,1,49,1,0,198,460,114,118,96,275,,,
ERIOP,1971,0,118,2,60,5,5,241,619,149,176,108,307,,,
FLORI,1971,0,174,0,91,4,4,256,585,428,266,168,469,,,
FORES,1971,0,150,5,78,14,7,320,406,325,220,137,399,,,
GRARI,1971,0,76,2,34,4,1,330,465,119,105,100,255,,,
HUERF,1971,0,150,5,43,2,5,206,574,150,150,105,288,,,
IBP,1971,-9999,-9999,-9999,-9999,-9999,-9999,265,381,241,233,99,286,,,
LIMST,1971,0,123,2,35,2,5,250,565,156,134,95,264,,,
MCGIB,1971,0,165,5,54,2,0,321,531,264,299,95,384,,,
MUHLE,1971,0,118,1,47,5,0,274,535,135,154,98,277,,,
NE,1971,0,123,0,31,2,6,305,667,167,130,116,282,,,
NW,1971,0,65,2,43,3,2,214,513,114,108,101,259,,,
PA11A,1971,-9999,-9999,-9999,-9999,-9999,-9999,189,442,223,174,116,300,,,
PARKE,1971,0,115,4,45,10,6,398,428,373,258,127,338,,,
PAST3,1971,-9999,-9999,-9999,-9999,-9999,-9999,154,136,70,121,84,243,,,
ROAD,1971,0,117,3,63,4,7,254,526,222,175,101,330,,,
ROBIN,1971,0,151,10,62,12,2,339,677,312,299,138,383,,,
RODEN,1971,0,97,2,68,0,5,215,414,162,144,104,311,,,
RUELA,1971,0,100,2,40,5,5,237,648,105,192,99,241,,,
SCS#1,1971,-9999,-9999,-9999,-9999,-9999,-9999,119,479,131,104,90,240,,,
SW,1971,0,84,3,51,5,5,264,381,145,165,95,297,,,
WHITE,1971,0,119,5,54,5,14,215,628,323,193,124,377,,,
130,1972,0,0,7,0,21,131,286,147,79,382,139,73,,,
164,1972,0,0,0,0,8,118,301,154,61,429,155,64,,,
205,1972,0,0,6,0,12,168,276,170,159,381,170,64,,,
41,1972,-9999,-9999,-9999,0,6,128,269,226,130,424,123,65,,,
45,1972,0,0,5,0,19,153,287,166,109,387,154,77,,,
AMADO,1972,0,0,2,0,0,34,284,231,229,370,113,42,,,
BOX,1972,0,0,6,0,22,152,243,229,79,395,136,73,,,
DESGR,1972,0,0,4,0,17,123,335,109,60,381,119,60,,,
DESRI,1972,0,0,0,0,4,189,281,115,114,362,148,57,,,
DESST,1972,0,0,3,0,16,177,418,273,165,520,160,78,,,
ERIOP,1972,0,0,7,0,17,144,245,144,173,400,164,66,,,
FAGAN,1972,-9999,-9999,-9999,-9999,8,107,267,218,41,361,144,61,,,
FLORI,1972,0,0,3,0,15,170,484,230,118,564,156,87,,,
FORES,1972,0,0,4,0,12,168,384,200,59,500,136,84,,,
GRARI,1972,0,0,5,0,2,105,344,256,174,503,133,57,,,
HUERF,1972,0,0,5,0,15,197,315,140,165,375,150,66,,,
IBP,1972,0,0,4,0,23,102,253,128,27,368,119,60,,,
LIMST,1972,0,0,6,0,7,123,321,135,110,352,138,65,,,
MCGIB,1972,0,0,3,0,21,194,363,149,82,516,130,87,,,
MUHLE,1972,0,0,4,0,13,154,283,165,104,416,165,71,,,
NE,1972,0,0,2,0,8,232,301,120,55,415,162,84,,,
NW,1972,0,0,0,0,7,84,564,256,132,488,155,67,,,
PA11A,1972,0,0,5,0,9,81,258,182,70,384,101,50,,,
PARKE,1972,0,0,7,0,21,185,331,188,39,440,120,78,,,
PAST3,1972,0,0,2,0,8,72,324,231,110,415,123,65,,,
ROAD,1972,0,0,4,0,18,127,275,169,99,415,119,68,,,
ROBIN,1972,0,0,5,0,40,231,503,254,98,509,149,82,,,
RODEN,1972,0,0,4,0,22,156,299,178,135,420,131,65,,,
RUELA,1972,0,0,5,0,11,178,236,229,61,354,132,59,,,
SCS#1,1972,0,0,0,0,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
SCS5N,1972,-9999,-9999,-9999,-9999,-9999,88,491,234,113,452,142,53,,,
SW,1972,0,0,3,0,7,138,291,187,183,442,134,62,,,
WHITE,1972,0,0,12,0,9,93,317,191,296,375,125,64,,,
130,1973,72,105,361,8,0,64,330,84,10,0,53,0,,,
164,1973,31,130,266,5,0,56,206,65,33,0,46,0,,,
205,1973,68,83,374,4,0,51,292,78,12,0,47,0,,,
41,1973,83,152,366,3,0,41,271,84,15,0,37,0,,,
45,1973,62,92,356,8,0,50,277,87,18,0,44,0,,,
AMADO,1973,40,122,285,7,0,67,213,92,18,0,28,0,,,
BOX,1973,72,115,268,2,0,62,305,79,12,0,53,0,,,
DESGR,1973,80,135,335,15,0,74,357,89,6,0,53,0,,,
DESRI,1973,46,105,300,5,10,57,190,119,21,0,54,0,,,
DESST,1973,37,156,297,3,0,75,203,90,32,0,52,0,,,
ERIOP,1973,75,92,358,2,3,53,294,90,11,0,51,0,,,
FAGAN,1973,49,95,312,0,0,73,179,180,27,0,63,0,,,
FLORI,1973,130,300,521,0,0,108,422,91,15,0,100,0,,,
FORES,1973,115,220,395,2,0,101,356,98,13,0,86,0,,,
GRARI,1973,43,139,286,6,0,102,121,45,61,0,39,0,,,
HUERF,1973,64,115,364,6,0,65,267,78,12,0,38,0,,,
IBP,1973,72,114,345,0,0,59,222,48,8,0,54,0,,,
LIMST,1973,50,107,375,8,0,66,224,49,14,0,52,0,,,
MCGIB,1973,92,366,448,0,0,124,277,64,23,0,72,0,,,
MUHLE,1973,59,110,363,1,0,67,213,105,12,0,50,0,,,
NE,1973,59,131,344,6,12,46,131,50,47,0,68,0,,,
NW,1973,33,160,273,6,0,76,191,54,50,0,48,0,,,
PA11A,1973,72,128,335,0,0,67,175,89,7,0,52,0,,,
PARKE,1973,78,234,395,3,0,73,260,64,14,0,70,0,,,
PAST3,1973,36,123,286,2,0,85,109,86,42,0,41,0,,,
ROAD,1973,82,125,349,6,0,64,271,80,31,0,39,0,,,
ROBIN,1973,102,248,480,0,0,155,371,47,30,0,104,0,,,
RODEN,1973,74,104,363,2,0,54,247,102,10,0,41,0,,,
RUELA,1973,59,90,323,7,0,84,213,24,2,0,52,0,,,
SCS5N,1973,30,145,237,3,0,84,155,38,45,0,47,0,,,
SW,1973,56,131,346,0,0,89,192,123,7,0,37,0,,,
WHITE,1973,90,171,357,3,5,56,224,137,12,0,61,0,,,
130,1974,174,0,53,0,2,5,890,165,165,261,44,30,,,
164,1974,115,0,42,0,3,3,528,136,84,199,61,25,,,
205,1974,156,0,50,0,2,22,681,121,106,264,45,45,,,
41,1974,152,0,55,0,2,3,680,186,254,225,68,27,,,
45,1974,160,0,44,0,3,7,895,152,188,258,44,53,,,
AMADO,1974,125,0,60,0,3,3,431,145,195,146,79,10,,,
BOX,1974,175,0,63,0,3,3,1062,168,122,258,34,40,,,
DESGR,1974,160,0,53,0,2,0,791,249,136,220,26,15,,,
DESRI,1974,108,0,41,0,1,11,608,105,75,204,40,26,,,
DESST,1974,131,0,40,0,5,5,442,214,135,245,95,30,,,
ERIOP,1974,157,0,48,0,2,10,666,96,90,319,46,54,,,
FAGAN,1974,140,1,32,0,3,9,440,237,135,234,62,34,,,
FLORI,1974,281,2,88,0,0,0,1006,375,120,388,34,35,,,
FORES,1974,219,0,67,0,1,0,845,317,120,293,26,21,,,
GRARI,1974,139,0,53,0,3,3,542,239,68,179,111,14,,,
HUERF,1974,150,0,55,0,3,13,629,55,48,222,45,32,,,
IBP,1974,155,0,66,0,2,3,1038,223,98,258,20,35,,,
LIMST,1974,140,0,45,0,4,6,540,65,108,182,41,40,,,
MCGIB,1974,231,0,96,0,0,-9999,955,369,233,352,25,25,,,
MUHLE,1974,147,1,60,0,5,10,655,153,90,265,54,25,,,
NE,1974,133,1,26,0,1,8,557,152,214,224,60,29,,,
NW,1974,121,0,41,0,3,3,574,193,139,258,95,25,,,
PA11A,1974,136,0,44,0,1,0,637,200,164,217,38,11,,,
PARKE,1974,174,0,82,0,1,0,956,305,158,300,25,45,,,
PAST3,1974,113,0,34,0,5,11,610,234,80,184,86,24,,,
ROAD,1974,155,0,43,0,2,19,656,169,252,247,51,25,,,
ROBIN,1974,202,0,122,0,0,-9999,1024,237,293,345,28,70,,,
RODEN,1974,158,0,41,0,2,33,840,140,266,259,58,27,,,
RUELA,1974,146,0,69,0,4,2,824,104,100,221,15,50,,,
SCS5N,1974,121,0,27,0,3,3,557,174,138,239,83,10,,,
SW,1974,148,0,48,0,4,15,670,122,270,213,70,17,,,
WHITE,1974,166,2,56,0,3,3,715,197,198,254,46,25,,,
130,1975,67,15,142,83,2,0,340,240,174,0,97,105,,,
164,1975,50,5,110,25,0,0,211,77,155,0,57,38,,,
205,1975,66,11,138,67,0,0,356,209,191,0,76,88,,,
41,1975,34,9,98,50,2,0,422,108,235,0,68,50,,,
45,1975,59,12,142,68,0,0,330,233,153,0,82,92,,,
AMADO,1975,43,3,64,33,0,0,219,47,227,0,37,44,,,
BOX,1975,73,16,152,79,0,0,383,284,167,0,73,112,,,
DESGR,1975,74,10,142,78,0,0,292,213,183,3,83,62,,,
DESRI,1975,55,11,122,29,0,0,318,99,207,0,50,50,,,
DESST,1975,60,5,132,28,2,0,318,165,199,0,64,60,,,
ERIOP,1975,68,12,140,62,0,0,350,170,219,0,78,101,,,
FAGAN,1975,57,16,135,38,2,0,325,55,110,0,65,27,,,
FLORI,1975,130,12,268,139,0,0,532,276,267,0,159,102,,,
FORES,1975,95,12,175,91,2,0,465,232,222,3,129,81,,,
GRARI,1975,46,2,90,20,0,0,269,47,325,0,49,42,,,
HUERF,1975,64,16,150,62,0,0,391,98,270,0,61,94,,,
IBP,1975,55,25,158,79,0,0,382,274,178,0,74,80,,,
LIMST,1975,57,15,154,60,0,0,399,113,141,0,69,62,,,
MCGIB,1975,132,11,218,100,0,0,554,328,257,0,133,140,,,
MUHLE,1975,74,5,130,52,2,0,309,224,182,0,66,79,,,
NE,1975,58,10,145,36,4,0,285,89,209,0,72,57,,,
NW,1975,57,3,123,22,6,0,321,118,218,0,61,70,,,
PA11A,1975,65,6,111,55,1,0,235,137,147,0,69,53,,,
PARKE,1975,67,10,167,85,0,0,458,348,248,0,108,110,,,
PAST3,1975,52,5,107,17,0,0,327,98,175,0,52,42,,,
ROAD,1975,52,7,122,66,0,0,325,110,205,0,91,87,,,
ROBIN,1975,89,14,246,108,0,0,713,306,271,7,105,147,,,
RODEN,1975,52,6,114,66,3,0,323,102,188,0,81,98,,,
RUELA,1975,61,15,160,63,0,0,444,103,205,0,56,98,,,
SCS5N,1975,47,1,99,20,1,0,261,68,215,0,57,52,,,
SW,1975,67,4,95,47,0,0,358,42,224,0,39,64,,,
WHITE,1975,68,8,149,83,0,0,367,139,230,0,97,64,,,
130,1976,11,84,57,126,30,8,391,140,203,63,74,43,,,
164,1976,1,51,37,91,24,64,179,132,64,50,52,9,,,
205,1976,9,67,52,112,15,30,437,153,213,47,80,46,,,
41,1976,5,86,47,97,40,5,452,114,305,33,81,53,,,
45,1976,16,72,56,126,19,23,471,118,201,46,75,43,,,
AMADO,1976,8,67,35,45,-9999,6,350,72,206,48,65,15,,,
BOX,1976,10,77,33,130,26,19,19,101,230,67,66,35,,,
DESGR,1976,17,59,75,107,20,8,8,147,281,60,70,34,,,
DESRI,1976,7,53,41,76,99,58,58,288,86,60,48,27,,,
DESST,1976,11,86,43,117,74,111,111,132,120,40,65,9,,,
ERIOP,1976,11,76,54,109,20,41,41,197,216,55,58,45,,,
FAGAN,1976,8,62,59,69,28,23,23,181,128,41,54,19,,,
