OID_,Id,gridcode,Shape_Length,Shape_Area,CH_mean,ARVI_mean,ARVI_med,ARVI_max,EVI_mean,EVI_med,EVI_max,NDVI_mean,NDVI_med,NDVI_max,SAVI_mean,SAVI_med,SAVI_max,Veg_class
628,628,628,15.399999992921948,4.430000000521541,0.0475000,0.0588807,0.0210079,0.2953642,0.1889783,0.1733819,0.3059228,0.2702876,0.2474963,0.4474593,0.2020307,0.1930868,0.3005301,woody
629,629,629,10.399999998509884,3.620000000130385,0.0100000,0.2890842,0.3277914,0.5352572,0.2939721,0.3040485,0.4298494,0.4453762,0.4739394,0.6297283,0.2915184,0.3008236,0.4050720,woody
630,630,630,27.399999996647239,9.969999997988344,0.0070000,0.2969519,0.3255327,0.5833090,0.2985282,0.3172676,0.4282134,0.4453051,0.4758845,0.6417549,0.2931835,0.3135150,0.3947369,woody
631,631,631,19.999999998137355,3.679999999683350,0.0066667,0.0310203,0.0601441,0.0655638,0.1634494,0.1724766,0.1893844,0.2490919,0.2739990,0.2745216,0.1792710,0.1863109,0.2051681,non-woody
632,632,632,15.999999998137355,8.920000000689178,0.0100000,0.3376527,0.3750224,0.5849682,0.3265917,0.3504165,0.4348582,0.4712630,0.5034919,0.6449670,0.3130369,0.3346946,0.3974903,woody
633,633,633,16.599999994039536,7.959999999739230,0.0050000,0.3545765,0.4129727,0.5687332,0.3260581,0.3577695,0.4012247,0.4805329,0.5323541,0.6201671,0.3109126,0.3420271,0.3652982,woody
634,634,634,17.600000007078052,7.150000000279396,0.0100000,0.3891292,0.3520940,0.5580891,0.3511261,0.3464814,0.4240316,0.5153646,0.4927745,0.6288309,0.3368115,0.3388873,0.3899578,woody
635,635,635,30.999999998137355,22.950000001117587,0.0114286,0.3612181,0.4584311,0.6103117,0.3191319,0.3559613,0.4415976,0.4858046,0.5610071,0.6554699,0.3062466,0.3412088,0.4020437,woody
636,636,636,14.999999998137355,2.540000000353902,0.0100000,0.1450266,0.1450266,0.1450266,0.2316457,0.2316457,0.2316457,0.3431307,0.3431307,0.3431307,0.2435465,0.2435465,0.2435465,woody
637,637,637,10.599999997764826,2.969999999571592,0.0066667,0.1398685,0.1347661,0.3458149,0.2135897,0.2170572,0.2908684,0.3316021,0.3331760,0.4798667,0.2237342,0.2292704,0.2863423,woody
638,638,638,11.799999993294477,3.809999999832362,0.0100000,0.2469357,0.2273283,0.3973280,0.2989487,0.3026936,0.3465311,0.4205649,0.4101586,0.5215517,0.3018710,0.3070334,0.3333333,woody
639,639,639,15.000000000000000,3.600000001303852,0.0100000,0.1161804,0.1092117,0.3414891,0.2227851,0.2080674,0.3467074,0.3202550,0.3159080,0.4880674,0.2347348,0.2228226,0.3373948,woody
640,640,640,23.800000006332994,8.390000000726431,0.0180000,0.0647519,-0.0148515,0.3694311,0.2003035,0.1606912,0.3471983,0.2793355,0.2206618,0.5064086,0.2153528,0.1831621,0.3366188,woody
641,641,641,9.199999997392297,2.549999999254942,0.0066667,0.1059654,0.0932823,0.2495961,0.2150286,0.2073328,0.2926613,0.3031379,0.2979339,0.4054054,0.2229108,0.2198171,0.2847495,woody
642,642,642,27.399999987334013,12.290000000633299,0.0160000,0.2054689,0.2379023,0.3665656,0.2318987,0.2436762,0.3030415,0.3705369,0.3955217,0.4891956,0.2337926,0.2454927,0.2934469,woody
643,643,643,17.200000004842877,2.349999999161810,0.0200000,0.3114877,0.3114877,0.3114877,0.2128890,0.2128890,0.2128890,0.4418219,0.4418219,0.4418219,0.2158462,0.2158462,0.2158462,non-woody
644,644,644,6.999999998137355,2.309999998528510,0.0100000,0.0280618,0.0280618,0.0776182,0.1821752,0.1821752,0.2062432,0.2525038,0.2525038,0.2929332,0.2012927,0.2012927,0.2232661,woody
645,645,645,10.800000004470348,4.440000002216548,0.3400000,0.5695537,0.5695537,0.5759525,0.4465526,0.4465526,0.4695185,0.6260762,0.6260762,0.6304070,0.3992412,0.3992412,0.4147862,woody
646,646,646,23.999999992549419,4.830000000149012,0.0100000,0.0623827,0.0151057,0.2334459,0.1659678,0.1569719,0.2369020,0.2618290,0.2292683,0.3901083,0.1763720,0.1705645,0.2375550,non-woody
647,647,647,9.800000000745058,3.360000000391155,0.0150000,0.0925458,0.0331184,0.3465784,0.1897650,0.1641528,0.2909827,0.2891653,0.2466454,0.4729852,0.1996362,0.1783903,0.2827499,woody
648,648,648,15.599999995902181,2.959999999739230,0.0100000,-0.0422406,-0.0422406,0.0012600,0.1398399,0.1398399,0.1661527,0.1930407,0.1930407,0.2320413,0.1598458,0.1598458,0.1869968,woody
649,649,649,18.000000001862645,7.370000000130386,0.0083333,0.1579994,0.0682186,0.4587296,0.2231113,0.1944234,0.3298828,0.3430508,0.2851995,0.5510603,0.2310717,0.2117214,0.3141351,woody
650,650,650,12.800000010058284,2.899999998882413,0.0000000,0.1472104,0.1472104,0.1472104,0.2156146,0.2156146,0.2156146,0.3398497,0.3398497,0.3398497,0.2262514,0.2262514,0.2262514,woody
651,651,651,14.800000010058284,2.399999999534339,0.0100000,0.4055495,0.4412005,0.4487405,0.3410458,0.3367292,0.3497857,0.5174470,0.5393713,0.5439929,0.3240260,0.3240751,0.3314926,woody
652,652,652,13.000000005587935,5.599999999906868,0.0150000,0.1957078,0.1713712,0.4285014,0.2488780,0.2278112,0.3705536,0.3661805,0.3488494,0.5322284,0.2493845,0.2329054,0.3447904,woody
653,653,653,22.399999994784594,12.889999999608845,0.0107692,0.3071746,0.4221062,0.4983217,0.2769640,0.3233669,0.3541206,0.4430879,0.5237799,0.5742226,0.2710122,0.3075940,0.3308905,woody
654,654,654,14.599999997764826,3.050000001396984,0.0066667,-0.0488242,-0.0802359,0.0365741,0.1237084,0.1117622,0.1625208,0.1786959,0.1553695,0.2455830,0.1391341,0.1291142,0.1750630,woody
655,655,655,8.199999997392297,2.500000000186264,0.0200000,0.1311708,0.1311708,0.1402341,0.2301181,0.2301181,0.2358546,0.3306459,0.3306459,0.3405291,0.2415795,0.2415795,0.2481748,woody
656,656,656,10.600000005215406,2.060000000298023,0.0000000,0.1449533,0.1449533,0.3018147,0.2239554,0.2239554,0.2945063,0.3226788,0.3226788,0.4336051,0.2254528,0.2254528,0.2809838,woody
657,657,657,13.600000001490116,3.179999999217689,0.0100000,0.1993532,0.1993532,0.2170770,0.2462678,0.2462678,0.2510084,0.3728165,0.3728165,0.3879444,0.2494464,0.2494464,0.2543346,woody
658,658,658,9.199999997392297,2.109999999925494,0.0100000,0.0304434,0.0304434,0.0304434,0.1706438,0.1706438,0.1706438,0.2511049,0.2511049,0.2511049,0.1879134,0.1879134,0.1879134,woody
659,659,659,14.200000006705523,2.339999999701977,0.0050000,0.1454447,0.1454447,0.3613220,0.2366316,0.2366316,0.3489186,0.3272343,0.3272343,0.4861044,0.2365039,0.2365039,0.3286091,non-woody
660,660,660,13.000000001862645,4.380000000614673,0.0150000,0.1862704,0.2134757,0.3298219,0.2419225,0.2557890,0.3016649,0.3598733,0.3837376,0.4585970,0.2442060,0.2577831,0.2895826,woody
661,661,661,0.400000002235174,0.010000000111759,,,,,,,,,,,,,,
662,662,662,14.599999997764826,6.399999999068678,0.0020000,0.1543709,0.1177310,0.5608579,0.2395530,0.2209531,0.4303948,0.3357912,0.3161101,0.6248953,0.2416711,0.2312776,0.3912968,woody
663,663,663,15.200000001117587,3.059999999646097,0.0200000,0.0552143,0.0552143,0.1243978,0.2123394,0.2123394,0.2573586,0.2796856,0.2796856,0.3378287,0.2326542,0.2326542,0.2749726,woody
664,664,664,11.800000006332994,4.470000000502914,0.0066667,0.2878231,0.2615384,0.4922869,0.2837702,0.2647711,0.3858371,0.4310277,0.4204015,0.5655878,0.2758743,0.2655436,0.3506219,woody
665,665,665,14.399999996647239,5.810000000577420,0.0066667,0.1306368,0.1012727,0.3088042,0.2134078,0.2159056,0.2789380,0.3219327,0.3107161,0.4459931,0.2224019,0.2313822,0.2728565,woody
666,666,666,12.799999997019768,5.060000000484288,0.0116667,0.2301794,0.1996680,0.4556526,0.2730630,0.2761914,0.3682229,0.3906977,0.3731882,0.5439483,0.2691004,0.2745358,0.3393879,woody
667,667,667,22.000000007450581,3.340000000353903,0.0100000,0.2859106,0.2452341,0.4405144,0.2925705,0.3053775,0.3544593,0.4322558,0.4203082,0.5408427,0.2858020,0.3067167,0.3334315,non-woody
668,668,668,10.399999996647239,2.980000000055879,0.0100000,0.1609724,0.1485316,0.2474817,0.2600901,0.2500714,0.2949754,0.3592518,0.3491525,0.4177329,0.2717091,0.2622566,0.2952406,woody
669,669,669,11.200000006705523,2.960000001136214,0.0066667,0.0604368,0.0308002,0.2567151,0.1861421,0.1776068,0.2809741,0.2695157,0.2537651,0.4170805,0.1979846,0.1960822,0.2791317,woody
670,670,670,17.199999993667006,8.219999999385328,0.0075000,0.3575704,0.4035768,0.6146280,0.3515004,0.3875397,0.4887001,0.4844262,0.5242076,0.6589790,0.3302111,0.3629298,0.4305791,woody
671,671,671,21.799999997019768,9.729999999590218,0.0125000,0.3748381,0.4057048,0.6307375,0.3615219,0.3752296,0.4900678,0.5029475,0.5269794,0.6739015,0.3430087,0.3548803,0.4350649,woody
672,672,672,46.799999998882413,22.319999998547136,0.0104762,0.2277454,0.2104660,0.5275871,0.2711565,0.2736773,0.4284562,0.3940916,0.3923550,0.6001087,0.2703501,0.2754189,0.3814950,woody
673,673,673,14.800000000745058,3.310000000856817,0.0100000,0.0761691,0.0761691,0.0761691,0.1756140,0.1756140,0.1756140,0.2711047,0.2711047,0.2711047,0.1843429,0.1843429,0.1843429,woody
674,674,674,13.999999998137355,4.709999998621643,0.0640000,0.3539418,0.3723814,0.6113341,0.3460949,0.3642310,0.5057361,0.4907778,0.5116553,0.6717295,0.3323698,0.3417300,0.4528738,woody
675,675,675,14.799999995157123,3.629999999869615,0.0100000,0.2991883,0.2991883,0.4109139,0.3193801,0.3193801,0.3866621,0.4510510,0.4510510,0.5328571,0.3111914,0.3111914,0.3648913,woody
676,676,676,22.400000002235174,4.920000001247972,0.1550000,0.1743733,0.1350919,0.3987848,0.2241950,0.2205673,0.2875792,0.3414687,0.3141268,0.4979453,0.2249829,0.2218531,0.2753788,woody
677,677,677,11.599999995902181,3.619999999944120,0.0166667,0.2020289,0.1878647,0.2673267,0.2570699,0.2566210,0.2963947,0.3790936,0.3716596,0.4293182,0.2608065,0.2626151,0.2943316,woody
678,678,678,18.400000005960464,4.009999999925494,0.0100000,0.0458411,0.0014998,0.1642882,0.1791442,0.1360685,0.2575515,0.2576294,0.2075045,0.3583756,0.1924984,0.1513007,0.2667506,woody
679,679,679,13.799999993294477,5.729999999310821,0.0100000,0.1770436,0.1600834,0.4457050,0.2383725,0.2349453,0.3552384,0.3554204,0.3484912,0.5468208,0.2423492,0.2432018,0.3354610,woody
680,680,680,10.199999997392297,2.589999999608845,0.0100000,0.0214519,0.0214519,0.1240469,0.1862334,0.1862334,0.2525292,0.2500466,0.2500466,0.3369376,0.2058702,0.2058702,0.2699832,non-woody
681,681,681,49.600000008940697,20.989999998863784,0.0558824,0.2935479,0.2572214,0.6269611,0.3018534,0.2737911,0.4465763,0.4436364,0.4240457,0.6686532,0.2960083,0.2782555,0.4068367,woody
682,682,682,12.199999997392297,3.619999999944121,0.0050000,-0.0181781,-0.0181781,0.0419907,0.1286724,0.1286724,0.1446041,0.1969789,0.1969789,0.2355111,0.1415480,0.1415480,0.1524557,woody
683,683,683,30.400000002235174,18.400000001210721,0.0243750,0.3437903,0.4088066,0.5906288,0.3307397,0.3729603,0.4763683,0.4793770,0.5330544,0.6546947,0.3179975,0.3522410,0.4302090,woody
684,684,684,21.800000006332994,3.209999999459833,0.0725000,0.2943286,0.3553343,0.4956757,0.2947517,0.3227124,0.3840000,0.4431336,0.4888608,0.5948126,0.2903504,0.3139883,0.3655254,non-woody
685,685,685,32.800000002607703,19.889999999795108,0.0094737,0.3895268,0.4732098,0.6724395,0.3753607,0.3937444,0.5339676,0.5115304,0.5673948,0.7070707,0.3517960,0.3649760,0.4687500,woody
686,686,686,16.400000005960464,7.959999999832362,0.0685714,0.3452954,0.4201474,0.5389373,0.3241013,0.3628281,0.4011439,0.4791068,0.5388711,0.6109476,0.3136722,0.3467337,0.3708026,woody
687,687,687,13.799999998882413,3.459999999646098,0.0750000,0.2352783,0.2352783,0.2399584,0.2712885,0.2712885,0.2802293,0.4069426,0.4069426,0.4125178,0.2744069,0.2744069,0.2831416,woody
688,688,688,11.600000005215406,3.380000000707805,0.0133333,-0.0128662,0.0078420,0.0396222,0.1605751,0.1664116,0.1998635,0.2156398,0.2315883,0.2609803,0.1790691,0.1840621,0.2180078,woody
689,689,689,8.599999997764826,2.349999999254942,0.0100000,0.1422670,0.1422670,0.1713684,0.2234736,0.2234736,0.2333163,0.3357987,0.3357987,0.3557505,0.2334622,0.2334622,0.2405536,woody
690,690,690,11.599999999627471,4.189999998491258,0.0320000,0.3617890,0.4086254,0.5418410,0.3433631,0.3324629,0.4236876,0.4970017,0.5289643,0.6229012,0.3314349,0.3257505,0.3932005,woody
691,691,691,907.600000023841858,1194.049999992363155,0.0146510,-0.0044732,-0.0479321,0.6250757,0.1569619,0.1350818,0.4423120,0.2175842,0.1849731,0.6685324,0.1720829,0.1530690,0.4076292,non-woody
692,692,692,11.200000004842877,2.240000000540167,0.0150000,-0.0023545,-0.0023545,0.0074409,0.1690219,0.1690219,0.1747847,0.2279530,0.2279530,0.2362628,0.1896694,0.1896694,0.1952304,woody
693,693,693,15.599999997764826,6.669999999478459,0.0150000,0.1778303,0.1324178,0.4642679,0.2542502,0.2370043,0.3894099,0.3554727,0.3274935,0.5556145,0.2554461,0.2455666,0.3581042,woody
694,694,694,10.399999998509884,2.079999998658896,0.0100000,-0.0129173,-0.0129173,-0.0129173,0.1620741,0.1620741,0.1620741,0.2165826,0.2165826,0.2165826,0.1816819,0.1816819,0.1816819,woody
695,695,695,13.999999992549419,3.880000001080334,0.0150000,0.2048284,0.2048284,0.2885939,0.2572509,0.2572509,0.2800583,0.3749830,0.3749830,0.4298964,0.2585087,0.2585087,0.2727902,woody
696,696,696,10.800000000745058,3.350000000465661,0.0050000,0.1979221,0.1979221,0.2386308,0.2529508,0.2529508,0.2555781,0.3723760,0.3723760,0.3940561,0.2562962,0.2562962,0.2638086,woody
697,697,697,34.199999997392297,4.909999998994172,0.0125000,0.0479307,0.0169820,0.1766991,0.1913744,0.1803326,0.2487570,0.2617565,0.2402621,0.3529806,0.2058563,0.2000262,0.2501846,woody
698,698,698,39.399999998509884,35.560000000577418,0.0279412,0.4481433,0.5467183,0.6494130,0.3996348,0.4546311,0.5020117,0.5562755,0.6310855,0.6923077,0.3743468,0.4140357,0.4532196,woody
699,699,699,27.799999997019768,15.879999999962747,0.0186667,0.3666833,0.4278169,0.6024964,0.3668656,0.4052296,0.5166138,0.5019683,0.5514108,0.6644229,0.3498212,0.3821821,0.4599604,woody
700,700,700,21.600000003352761,3.380000000521540,0.0200000,0.0123876,0.0123876,0.0123876,0.1537167,0.1537167,0.1537167,0.2250513,0.2250513,0.2250513,0.1665653,0.1665653,0.1665653,woody
701,701,701,13.400000005960464,2.120000000037253,0.0200000,0.1118983,0.1118983,0.1118983,0.1936820,0.1936820,0.1936820,0.2860930,0.2860930,0.2860930,0.1946114,0.1946114,0.1946114,woody
702,702,702,10.600000003352761,2.529999999869615,0.0100000,0.0048432,0.0048432,0.0054009,0.1653615,0.1653615,0.1689785,0.2283778,0.2283778,0.2309258,0.1827882,0.1827882,0.1874656,woody
703,703,703,22.600000007078052,2.739999999888242,0.0133333,0.1096210,0.0556460,0.3015285,0.2088047,0.1861883,0.3007784,0.2928446,0.2537198,0.4336734,0.2108651,0.1935626,0.2858745,non-woody
704,704,704,12.199999997392297,4.630000000987202,0.0133333,0.2693838,0.1866079,0.4553427,0.3144528,0.2715902,0.4042279,0.4298562,0.3714868,0.5601187,0.3086733,0.2760848,0.3755806,woody
705,705,705,23.000000000000000,8.660000000484288,0.0100000,0.4127749,0.4985552,0.5830683,0.3540497,0.3757187,0.4736255,0.5260619,0.5825675,0.6505101,0.3356815,0.3511907,0.4301629,woody
706,706,706,14.199999995529652,4.540000000353903,0.0100000,0.3376131,0.3376131,0.4062317,0.3730945,0.3730945,0.4124698,0.4843124,0.4843124,0.5339889,0.3572374,0.3572374,0.3871668,woody
707,707,707,12.399999994784594,3.560000000018626,0.0133333,0.3956894,0.4232018,0.5417269,0.3728891,0.3803520,0.4505932,0.5185198,0.5388861,0.6198682,0.3523088,0.3585578,0.4101274,woody
708,708,708,16.199999993667006,7.019999999757856,0.0137500,0.2201838,0.1825202,0.5511111,0.2971572,0.2960123,0.4485923,0.4013303,0.3840543,0.6287270,0.3005668,0.3084160,0.4106921,woody
709,709,709,20.600000007078052,2.210000001974404,0.0100000,0.3738951,0.3738951,0.3985469,0.3091293,0.3091293,0.3370807,0.4830824,0.4830824,0.5060072,0.2923593,0.2923593,0.3166452,non-woody
710,710,710,26.399999998509884,12.540000000260770,0.0118182,0.2156375,0.2674254,0.4492088,0.2528799,0.2653760,0.3738073,0.3758587,0.4124174,0.5429347,0.2506689,0.2631705,0.3452764,woody
711,711,711,25.199999991804361,16.099999998323618,0.0126667,0.4279998,0.5390533,0.6162602,0.3610440,0.3867578,0.4636008,0.5279909,0.6035758,0.6589708,0.3354752,0.3562591,0.4134381,woody
712,712,712,42.199999986216426,5.679999999497086,0.0100000,0.1091108,0.1091108,0.1110041,0.2283618,0.2283618,0.2299283,0.3101752,0.3101752,0.3130815,0.2387030,0.2387030,0.2409175,woody
713,713,713,23.199999995529652,7.589999999701977,0.0150000,0.4072354,0.4550523,0.5365194,0.3444125,0.3623509,0.3802222,0.5212304,0.5557497,0.6035132,0.3281732,0.3413203,0.3529004,woody
714,714,714,21.399999998509884,2.310000000391155,0.0050000,0.2149632,0.2149632,0.2618466,0.2354197,0.2354197,0.2648604,0.3818262,0.3818262,0.4180620,0.2385438,0.2385438,0.2643179,woody
715,715,715,19.000000003725290,8.560000000484289,0.0300000,0.1696899,0.1114600,0.4184608,0.2506724,0.2217963,0.3605969,0.3554935,0.3143564,0.5322106,0.2565063,0.2360464,0.3416657,woody
716,716,716,17.200000002980232,3.310000001508743,0.0200000,0.1511521,0.1511521,0.2108332,0.2493688,0.2493688,0.2780657,0.3475213,0.3475213,0.3953186,0.2593744,0.2593744,0.2845850,woody
717,717,717,31.800000008195639,3.129999999590218,,,,,,,,,,,,,,
718,718,718,21.599999994039536,5.039999998956919,0.0120000,0.3514629,0.4887058,0.5880666,0.3282578,0.3858545,0.4313178,0.4786651,0.5815923,0.6398104,0.3137174,0.3617420,0.3933426,woody
719,719,719,30.400000002235174,13.040000001844019,0.0146154,0.5630328,0.5815136,0.7319990,0.4616074,0.4915759,0.5787854,0.6344160,0.6541020,0.7529644,0.4183133,0.4436796,0.5053050,woody
720,720,720,11.000000005587935,2.380000000242144,0.0100000,0.0156698,0.0156698,0.0156698,0.1772026,0.1772026,0.1772026,0.2361526,0.2361526,0.2361526,0.1936537,0.1936537,0.1936537,woody
721,721,721,27.199999995529652,15.509999999459833,0.0813333,0.2965639,0.3013368,0.6259755,0.3183840,0.3116724,0.4558262,0.4471616,0.4475866,0.6802995,0.3103866,0.3030179,0.4182011,woody
722,722,722,10.199999993667006,3.189999999701977,0.0625000,0.3208642,0.3146767,0.5908716,0.3080544,0.3035391,0.4409709,0.4644714,0.4663236,0.6460882,0.3013262,0.3021447,0.4000587,woody
723,723,723,26.600000008940697,6.650000000838190,0.0125000,0.1194482,0.0505723,0.3914032,0.2322318,0.1988264,0.3642326,0.3154957,0.2647290,0.5139817,0.2403490,0.2139740,0.3445969,woody
724,724,724,17.800000008195639,5.330000000614673,0.0120000,0.0922175,0.0436568,0.1956522,0.2122229,0.1978862,0.2615315,0.2900028,0.2590391,0.3583535,0.2205792,0.2128516,0.2622166,woody
725,725,725,19.400000000372529,3.800000000465661,0.0566667,0.2296708,0.2006450,0.3345502,0.2569726,0.2378132,0.2960000,0.3931295,0.3679790,0.4664757,0.2575216,0.2462264,0.2876325,woody
726,726,726,43.400000000372529,33.259999999832360,0.0571875,0.3603198,0.4230618,0.6224490,0.3418856,0.3720875,0.4596644,0.4924698,0.5420977,0.6712409,0.3289429,0.3539111,0.4190145,woody
727,727,727,14.800000008195639,4.909999999552966,0.0100000,0.1554116,0.1191419,0.3161592,0.2209457,0.1935645,0.3071814,0.3392993,0.3075809,0.4620188,0.2278517,0.2049365,0.3012211,woody
728,728,728,13.199999997392297,4.660000000484287,0.0125000,0.0757913,0.0317309,0.2587209,0.2064880,0.1848095,0.2934338,0.2804131,0.2479202,0.4196721,0.2174030,0.1997920,0.2899676,woody
729,729,729,11.000000005587935,3.789999999888241,0.0150000,0.0793780,0.0793780,0.0852122,0.2050097,0.2050097,0.2079909,0.2910647,0.2910647,0.2954680,0.2202413,0.2202413,0.2227693,woody
730,730,730,13.200000006705523,4.649999999813735,0.0075000,0.1989357,0.1580409,0.4783970,0.2355188,0.2268674,0.3363408,0.3602706,0.3355344,0.5548239,0.2344778,0.2293272,0.3144830,woody
731,731,731,13.199999997392297,5.109999999552965,0.0120000,0.3359144,0.3344896,0.5669060,0.3334090,0.3446545,0.4357361,0.4748371,0.4780461,0.6338419,0.3216877,0.3308298,0.3983149,woody
732,732,732,8.999999996274710,3.029999999869615,0.0200000,0.2173623,0.2173623,0.4653614,0.2668881,0.2668881,0.3886059,0.3790816,0.3790816,0.5576307,0.2612757,0.2612757,0.3583676,woody
733,733,733,24.999999990686774,14.419999998267739,0.0453846,0.3557135,0.3490293,0.5986570,0.3545984,0.3626631,0.4629941,0.4954960,0.4985088,0.6689135,0.3428033,0.3599284,0.4273165,woody
734,734,734,14.399999994784594,6.049999999254942,0.0180000,0.2866353,0.3766338,0.5669383,0.3065119,0.3709507,0.4077624,0.4335683,0.5092593,0.6275696,0.2967512,0.3501939,0.3748195,woody
735,735,735,23.599999995902181,13.550000001490115,0.0633333,0.3073542,0.3690361,0.5579983,0.3130219,0.3591386,0.4241874,0.4544193,0.5107422,0.6276821,0.3064068,0.3488075,0.3909257,woody
736,736,736,16.600000001490116,3.700000000651926,0.0200000,0.0190860,0.0190860,0.0808133,0.1683270,0.1683270,0.2005310,0.2366196,0.2366196,0.2855111,0.1831860,0.1831860,0.2124282,woody
737,737,737,17.000000005587935,5.050000000558794,0.0150000,0.1437870,0.1766420,0.2638273,0.2459113,0.2644900,0.3121753,0.3291774,0.3563333,0.4148867,0.2477450,0.2649832,0.2999382,woody
738,738,738,19.200000008568168,6.350000000558794,0.0114286,0.1905753,0.1505285,0.4508929,0.2376879,0.2216186,0.3498293,0.3660396,0.3367174,0.5499254,0.2427586,0.2353158,0.3312388,woody
739,739,739,15.600000001490116,3.479999999776483,0.0133333,0.0023371,0.0032319,0.0585191,0.1450764,0.1477241,0.1676731,0.2170240,0.2185950,0.2589962,0.1582202,0.1612805,0.1779055,non-woody
740,740,740,10.999999996274710,2.429999999124557,0.0175000,-0.0110472,-0.0124026,0.0327814,0.1518052,0.1522244,0.1713357,0.2142830,0.2133143,0.2490989,0.1689828,0.1695559,0.1867120,woody
741,741,741,21.199999997392297,4.209999999273569,0.0050000,-0.0144499,-0.0144499,0.0095846,0.1329346,0.1329346,0.1365623,0.1999790,0.1999790,0.2165543,0.1454413,0.1454413,0.1474443,woody
742,742,742,10.200000002980232,2.789999999608844,0.0100000,0.3644128,0.3644128,0.4963592,0.2942340,0.2942340,0.3532377,0.4938522,0.4938522,0.5858521,0.2893475,0.2893475,0.3369914,woody
743,743,743,15.599999997764826,7.160000001043081,0.0457143,0.3245431,0.4361864,0.5242115,0.3408758,0.4051669,0.4279163,0.4749223,0.5628390,0.6131406,0.3326550,0.3874580,0.3974447,woody
744,744,744,20.999999998137355,11.980000000894069,0.0166667,0.4045509,0.4836450,0.6161361,0.3308769,0.3542727,0.4415916,0.5144766,0.5726589,0.6636230,0.3152621,0.3326857,0.4025611,woody
745,745,745,11.399999998509884,2.359999999366701,0.0100000,0.3502019,0.4953880,0.5165421,0.3275901,0.3841942,0.4021862,0.4832154,0.5852746,0.6011267,0.3169392,0.3600920,0.3743860,woody
746,746,746,1.599999999627471,0.079999999776483,,,,,,,,,,,,,,
747,747,747,2.000000003725290,0.070000000130385,,,,,,,,,,,,,,
748,748,748,15.400000000372529,7.350000002235174,0.0142857,0.1654614,0.1465892,0.4391616,0.2425142,0.2382388,0.3672910,0.3441724,0.3333333,0.5328070,0.2445023,0.2433265,0.3384642,woody
749,749,749,14.599999997764826,2.039999999981374,0.0150000,0.2740931,0.2740931,0.4164408,0.3035171,0.3035171,0.3826781,0.4285308,0.4285308,0.5357493,0.2961581,0.2961581,0.3612946,non-woody
750,750,750,19.800000002607703,8.820000003203750,0.0116667,0.4614696,0.4742199,0.5314100,0.3705894,0.3675790,0.4102742,0.5569240,0.5615363,0.6018049,0.3467858,0.3419534,0.3745612,woody
751,751,751,15.799999997019768,5.880000001732260,0.0120000,0.2760361,0.2095302,0.5346412,0.2987925,0.2516421,0.4363475,0.4321895,0.3800813,0.6144201,0.2935722,0.2614762,0.3996375,woody
752,752,752,7.599999999627471,2.150000000558793,0.0150000,-0.0308306,-0.0308306,0.0154905,0.1421115,0.1421115,0.1661667,0.2030025,0.2030025,0.2416300,0.1618330,0.1618330,0.1852449,woody
753,753,753,12.400000002235174,3.039999999981374,0.0050000,0.0115593,0.0115593,0.1198721,0.1659825,0.1659825,0.2226714,0.2289663,0.2289663,0.3145716,0.1795910,0.1795910,0.2310401,woody
754,754,754,13.799999998882413,8.559999997504056,0.0112500,0.2744103,0.2835645,0.6072476,0.2910192,0.2937031,0.4621947,0.4266043,0.4406025,0.6585098,0.2856009,0.2923992,0.4159430,woody
755,755,755,8.799999998882413,2.119999999944121,0.0100000,0.3984962,0.3984962,0.3984962,0.3365455,0.3365455,0.3365455,0.5134680,0.5134680,0.5134680,0.3205278,0.3205278,0.3205278,woody
756,756,756,9.400000002235174,2.090000002030283,0.0200000,0.5266594,0.5266594,0.5266594,0.4031705,0.4031705,0.4031705,0.6052632,0.6052632,0.6052632,0.3735876,0.3735876,0.3735876,woody
757,757,757,904.600000023841858,1153.689999997280438,0.0338371,-0.0205378,-0.0695273,0.5993764,0.1513672,0.1256184,0.4722387,0.2075739,0.1703682,0.6669374,0.1680205,0.1460684,0.4308510,non-woody
758,758,758,10.799999998882413,3.810000000856817,0.0100000,0.0953667,0.1425967,0.1993845,0.2065520,0.2354616,0.2441680,0.2991626,0.3394613,0.3722334,0.2188884,0.2461253,0.2473262,woody
759,759,759,23.599999997764826,4.349999999254942,0.0166667,0.0168637,0.0361026,0.1205212,0.1862729,0.1961855,0.2540563,0.2440934,0.2649517,0.3272941,0.2051046,0.2184545,0.2669921,non-woody
760,760,760,14.400000000372529,4.460000000391156,0.0075000,0.0398226,0.0652219,0.1362020,0.1821350,0.1948018,0.2347507,0.2587965,0.2789914,0.3370998,0.1983891,0.2106317,0.2471112,woody
761,761,761,18.999999998137355,7.899999999906868,0.0080000,0.2018401,0.1175945,0.4654431,0.2544100,0.2210988,0.3525716,0.3763919,0.3223211,0.5470784,0.2579333,0.2348282,0.3264483,woody
762,762,762,9.800000006332994,2.989999999236316,0.0025000,0.0631435,0.0748661,0.2142508,0.1776464,0.1877196,0.2365742,0.2697946,0.2792286,0.3856865,0.1897423,0.1994498,0.2418229,woody
763,763,763,13.600000003352761,2.219999999571592,0.0066667,-0.0618361,-0.0869811,0.0154024,0.1187142,0.1154165,0.1453103,0.1712134,0.1554538,0.2296573,0.1360732,0.1359086,0.1590591,woody
